season,SO2,NO2,CO,OZONE,PM10,PM25,id,city,population,popdense,area,other_frac,car_frac,pt_frac,Car,PT,Other,Temp,RH,Pressure,Wind,Precip
Winter,NA,NA,NA,32.6144428571,NA,NA,AlesWinter,Ales,113769.0,451.503904752,251.97788724,NA,NA,NA,NA,NA,NA,35.7131567568,NA,1013.6451522,5.41679910919,138.6
Winter,NA,NA,NA,32.6144428571,NA,NA,AlesWinter,Ales,113769.0,451.503904752,251.97788724,NA,NA,NA,NA,NA,NA,35.7131567568,NA,1013.6451522,5.41679910919,138.6
Spring,NA,NA,NA,41.3932345679,NA,NA,AlesSpring,Ales,113769.0,451.503904752,251.97788724,NA,NA,NA,NA,NA,NA,54.4005111821,NA,1015.53681941,5.23574028541,279.5
Spring,NA,NA,NA,41.3932345679,NA,NA,AlesSpring,Ales,113769.0,451.503904752,251.97788724,NA,NA,NA,NA,NA,NA,54.4005111821,NA,1015.53681941,5.23574028541,279.5
Summer,NA,NA,NA,49.1379677419,NA,NA,AlesSummer,Ales,113769.0,451.503904752,251.97788724,NA,NA,NA,NA,NA,NA,63.9723762376,NA,1017.0278975,3.70330345831,90.8
Summer,NA,NA,NA,49.1379677419,NA,NA,AlesSummer,Ales,113769.0,451.503904752,251.97788724,NA,NA,NA,NA,NA,NA,63.9723762376,NA,1017.0278975,3.70330345831,90.8
Fall,NA,NA,NA,43.4404767442,NA,NA,AlesFall,Ales,113769.0,451.503904752,251.97788724,NA,NA,NA,NA,NA,NA,45.3784554455,NA,1012.0496973,5.12193704776,216.4
Fall,NA,NA,NA,43.4404767442,NA,NA,AlesFall,Ales,113769.0,451.503904752,251.97788724,NA,NA,NA,NA,NA,NA,45.3784554455,NA,1012.0496973,5.12193704776,216.4
Winter,NA,NA,NA,50.8479545455,NA,NA,AngersWinter,Angers,403765.0,698.846543199,577.75917178,NA,NA,NA,NA,NA,NA,39.2480763116,NA,1013.65151033,6.45812011864,164.5
Spring,NA,NA,NA,75.0336666667,NA,NA,AngersSpring,Angers,403765.0,698.846543199,577.75917178,NA,NA,NA,NA,NA,NA,56.2100956429,NA,1016.18315622,6.08157508183,130.3
Summer,NA,NA,NA,66.9748709677,NA,NA,AngersSummer,Angers,403765.0,698.846543199,577.75917178,NA,NA,NA,NA,NA,NA,67.047337902,NA,1017.928097,5.06761239852,96.6
Fall,NA,NA,NA,44.4562222222,NA,NA,AngersFall,Angers,403765.0,698.846543199,577.75917178,NA,NA,NA,NA,NA,NA,47.4991489362,NA,1011.7562234,5.39976323077,222.4
Winter,1.46184210526,31.0074354839,0.355736842105,31.0807777778,34.7936507937,NA,ArrasWinter,Arras,128784.0,500.388799191,257.36787116,NA,NA,NA,NA,NA,NA,34.795971564,NA,NA,9.22482066847,NA
Spring,NA,17.7738405797,NA,59.5427042254,25.3943661972,NA,ArrasSpring,Arras,128784.0,500.388799191,257.36787116,NA,NA,NA,NA,NA,NA,53.0042192047,NA,NA,8.89017061367,NA
Summer,1.4607,12.5903623188,0.180828571429,55.8359565217,21.6212121212,NA,ArrasSummer,Arras,128784.0,500.388799191,257.36787116,NA,NA,NA,NA,NA,NA,63.6987951807,NA,NA,7.36207592631,NA
Fall,NA,29.7136857143,NA,27.169971831,25.1304347826,NA,ArrasFall,Arras,128784.0,500.388799191,257.36787116,NA,NA,NA,NA,NA,NA,43.9304304553,NA,NA,8.48673095596,NA
Winter,3.59523255814,NA,NA,46.8886704545,NA,NA,AvignonWinter,Avignon,515536.0,1527.41158426,337.52264636,NA,NA,NA,NA,NA,NA,40.6702953586,NA,NA,8.21552367588,13.6
Spring,1.71065555556,NA,NA,78.4673333333,NA,NA,AvignonSpring,Avignon,515536.0,1527.41158426,337.52264636,NA,NA,NA,NA,NA,NA,60.141902834,NA,NA,6.87623491436,80.6
Summer,1.36784782609,NA,NA,89.8294301075,NA,NA,AvignonSummer,Avignon,515536.0,1527.41158426,337.52264636,NA,NA,NA,NA,NA,NA,71.9015728288,NA,NA,5.77315590396,231.2
Fall,1.63394444444,NA,NA,47.5677333333,NA,NA,AvignonFall,Avignon,515536.0,1527.41158426,337.52264636,NA,NA,NA,NA,NA,NA,49.2569349918,NA,NA,6.64171141893,306.3
Winter,NA,39.5072159091,0.383726190476,NA,39.0,NA,BayonneWinter,Bayonne,288359.0,975.263046241,295.67305058,0.29,0.63,0.08,181666.17,23068.72,83624.11,45.0976175549,NA,1013.21137966,6.7977507122,332.6
Spring,NA,25.0418709677,0.278636363636,NA,29.0879120879,NA,BayonneSpring,Bayonne,288359.0,975.263046241,295.67305058,0.29,0.63,0.08,181666.17,23068.72,83624.11,57.3220057307,NA,1016.52267585,6.5195972909,379.7
Summer,NA,23.2299677419,0.255365591398,NA,28.0769230769,NA,BayonneSummer,Bayonne,288359.0,975.263046241,295.67305058,0.29,0.63,0.08,181666.17,23068.72,83624.11,67.1124666667,NA,1018.7624871,5.11856268444,123.4
Fall,NA,33.0302840909,0.317922077922,NA,24.7666666667,NA,BayonneFall,Bayonne,288359.0,975.263046241,295.67305058,0.29,0.63,0.08,181666.17,23068.72,83624.11,52.5463724036,NA,1012.66278697,6.53723745536,565.1
Winter,7.87772727273,10.9105194805,NA,NA,23.8630136986,NA,BeauvaisWinter,Beauvais,125095.0,430.861198854,290.33712094,NA,NA,NA,NA,NA,NA,35.1555029586,NA,1013.53416959,7.6116817343,145.8
Spring,1.64766666667,9.92434375,NA,NA,26.6219512195,NA,BeauvaisSpring,Beauvais,125095.0,430.861198854,290.33712094,NA,NA,NA,NA,NA,NA,51.8130136481,NA,1015.99468524,7.25458870085,102.8
Summer,1.49051020408,11.9245714286,NA,NA,33.0843373494,NA,BeauvaisSummer,Beauvais,125095.0,430.861198854,290.33712094,NA,NA,NA,NA,NA,NA,62.9566943867,NA,1016.84816491,6.02731843659,134.2
Fall,3.26031428571,10.8186025641,NA,NA,30.347826087,NA,BeauvaisFall,Beauvais,125095.0,430.861198854,290.33712094,NA,NA,NA,NA,NA,NA,43.3283851949,NA,1011.05278059,6.78459372945,150.1
Winter,2.37792727273,30.2024098361,NA,30.816557377,34.8888888889,NA,BethuneWinter,Bethune,368633.0,2104.28343278,175.18219944,0.23,0.73,0.04,269102.09,14745.32,84785.59,NA,NA,NA,NA,NA
Spring,1.526125,18.4711060606,NA,55.1263424658,25.2777777778,NA,BethuneSpring,Bethune,368633.0,2104.28343278,175.18219944,0.23,0.73,0.04,269102.09,14745.32,84785.59,NA,NA,NA,NA,NA
Summer,1.70732835821,9.51079411765,NA,49.7740434783,19.9253731343,NA,BethuneSummer,Bethune,368633.0,2104.28343278,175.18219944,0.23,0.73,0.04,269102.09,14745.32,84785.59,NA,NA,NA,NA,NA
Fall,2.58249090909,20.256046875,NA,27.9714202899,25.7042253521,NA,BethuneFall,Bethune,368633.0,2104.28343278,175.18219944,0.23,0.73,0.04,269102.09,14745.32,84785.59,NA,NA,NA,NA,NA
Winter,0.647360465116,27.8783820225,NA,43.2788089888,24.191011236,NA,BordeauxWinter,Bordeaux,1158431.0,800.769656413,1446.6469736,0.24,0.67,0.09,776148.77,104258.79,278023.44,41.4565853659,NA,1013.52127255,7.2653797267,156.6
Spring,0.577010752688,12.6722150538,NA,71.045688172,17.5595238095,NA,BordeauxSpring,Bordeaux,1158431.0,800.769656413,1446.6469736,0.24,0.67,0.09,776148.77,104258.79,278023.44,58.7023178484,NA,1015.99272122,7.09280547029,196.1
Summer,0.331956989247,10.9453978495,NA,64.7964301075,16.8977272727,NA,BordeauxSummer,Bordeaux,1158431.0,800.769656413,1446.6469736,0.24,0.67,0.09,776148.77,104258.79,278023.44,69.4001588089,NA,1018.01022467,5.42890877221,36.6
Fall,0.2233,24.9999294118,NA,38.7354777778,18.4719101124,NA,BordeauxFall,Bordeaux,1158431.0,800.769656413,1446.6469736,0.24,0.67,0.09,776148.77,104258.79,278023.44,50.6175369979,NA,1012.50019822,6.50549412262,344.3
Winter,NA,35.6004831461,NA,NA,33.632183908,NA,Boulogne-sur-MerWinter,Boulogne-sur-Mer,133062.0,929.044721526,143.2245369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,NA,27.1864698795,NA,NA,30.7906976744,NA,Boulogne-sur-MerSpring,Boulogne-sur-Mer,133062.0,929.044721526,143.2245369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Summer,NA,19.6034505495,NA,NA,21.4175824176,NA,Boulogne-sur-MerSummer,Boulogne-sur-Mer,133062.0,929.044721526,143.2245369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,NA,28.6692352941,NA,NA,28.0470588235,NA,Boulogne-sur-MerFall,Boulogne-sur-Mer,133062.0,929.044721526,143.2245369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Winter,NA,NA,NA,NA,NA,NA,BourgesWinter,Bourges,139968.0,318.67542629,439.21805214,NA,NA,NA,NA,NA,NA,37.0423814774,NA,1013.74321192,6.61848587431,119.2
Spring,NA,NA,NA,NA,NA,NA,BourgesSpring,Bourges,139968.0,318.67542629,439.21805214,NA,NA,NA,NA,NA,NA,55.9839001063,NA,1015.8109458,6.23939588523,180.1
Summer,NA,NA,NA,NA,NA,NA,BourgesSummer,Bourges,139968.0,318.67542629,439.21805214,NA,NA,NA,NA,NA,NA,67.1498662207,NA,1017.21550474,4.85916513647,122.4
Fall,NA,NA,NA,NA,NA,NA,BourgesFall,Bourges,139968.0,318.67542629,439.21805214,NA,NA,NA,NA,NA,NA,46.3198019802,NA,1011.72378855,5.90647224642,211.4
Winter,0.535988764045,24.6720561798,NA,50.9781011236,34.3820224719,14.1029411765,BrestWinter,Brest,314844.0,842.590827926,373.66179356,0.26,0.66,0.08,207797.04,25187.52,81859.44,41.6754221388,NA,1012.16116992,9.64908682176,320.1
Spring,0.400054945055,13.7802857143,NA,69.5064285714,28.5604395604,17.6483516484,BrestSpring,Brest,314844.0,842.590827926,373.66179356,0.26,0.66,0.08,207797.04,25187.52,81859.44,52.7924303797,NA,1016.40869336,9.15064730464,190.4
Summer,0.232021505376,10.6556989247,NA,50.4863548387,19.6129032258,13.0967741935,BrestSummer,Brest,314844.0,842.590827926,373.66179356,0.26,0.66,0.08,207797.04,25187.52,81859.44,61.4246206897,NA,1017.7622544,7.89057534406,284.5
Fall,0.616314606742,24.6580777778,NA,46.3946222222,20.7888888889,13.5405405405,BrestFall,Brest,314844.0,842.590827926,373.66179356,0.26,0.66,0.08,207797.04,25187.52,81859.44,49.1943231441,NA,1010.29982729,9.11391264921,510.0
Winter,0.95196969697,27.8586071429,0.261571428571,34.2801123596,29.3863636364,NA,Brive-la-GaillardeWinter,Brive-la-Gaillarde,101435.0,355.684319202,285.18265924,NA,NA,NA,NA,NA,NA,39.0390196078,NA,1013.23150985,3.71352888501,190.3
Spring,NA,13.6530795455,NA,61.4236195652,18.5824175824,NA,Brive-la-GaillardeSpring,Brive-la-Gaillarde,101435.0,355.684319202,285.18265924,NA,NA,NA,NA,NA,NA,57.2633668608,NA,1015.94981173,3.8211016792,330.6
Summer,NA,10.7605913978,NA,56.105172043,15.6559139785,NA,Brive-la-GaillardeSummer,Brive-la-Gaillarde,101435.0,355.684319202,285.18265924,NA,NA,NA,NA,NA,NA,67.7078454209,NA,1017.66754897,3.09079821281,200.1
Fall,NA,21.8167,NA,30.6300777778,16.7840909091,NA,Brive-la-GaillardeFall,Brive-la-Gaillarde,101435.0,355.684319202,285.18265924,NA,NA,NA,NA,NA,NA,47.7900773481,NA,1012.41618785,3.31935663018,201.7
Winter,1.91141666667,25.7993647059,NA,43.6428674699,24.2151898734,19.6708860759,CaenWinter,Caen,403633.0,667.231583379,604.93689156,NA,NA,NA,NA,NA,NA,37.8753730273,NA,1013.52150101,8.37656991105,158.2
Spring,1.00630588235,15.9391397849,NA,66.2735698925,24.5824175824,16.6774193548,CaenSpring,Caen,403633.0,667.231583379,604.93689156,NA,NA,NA,NA,NA,NA,51.8706420022,NA,1016.60091884,7.36974115633,101.1
Summer,0.305516129032,11.9259784946,NA,53.3715913978,15.4642857143,12.0459770115,CaenSummer,Caen,403633.0,667.231583379,604.93689156,NA,NA,NA,NA,NA,NA,62.0366835994,NA,1017.3667505,6.88638469666,150.3
Fall,1.0633372093,23.3668505747,NA,38.1247586207,27.3098591549,17.4426229508,CaenFall,Caen,403633.0,667.231583379,604.93689156,NA,NA,NA,NA,NA,NA,46.1346806283,NA,1010.95859296,7.80467025759,300.3
Winter,3.26307865169,NA,NA,NA,31.4719101124,27.3707865169,CalaisWinter,Calais,126266.0,972.139039907,129.8847128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,3.59533333333,NA,NA,NA,27.2580645161,16.7173913043,CalaisSpring,Calais,126266.0,972.139039907,129.8847128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Summer,1.73804395604,NA,NA,NA,21.935483871,10.9868421053,CalaisSummer,Calais,126266.0,972.139039907,129.8847128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,1.64093181818,NA,NA,NA,26.0909090909,19.4666666667,CalaisFall,Calais,126266.0,972.139039907,129.8847128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Winter,NA,NA,NA,NA,NA,NA,Cayenne (Guyane)Winter,Cayenne (Guyane),121490.0,61.8685318322,1963.68002282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,NA,NA,NA,NA,NA,NA,Cayenne (Guyane)Spring,Cayenne (Guyane),121490.0,61.8685318322,1963.68002282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Summer,NA,NA,NA,NA,NA,NA,Cayenne (Guyane)Summer,Cayenne (Guyane),121490.0,61.8685318322,1963.68002282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,NA,NA,NA,NA,NA,NA,Cayenne (Guyane)Fall,Cayenne (Guyane),121490.0,61.8685318322,1963.68002282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Winter,NA,42.3880113636,0.511113636364,NA,30.3863636364,24.6279069767,Chalon-sur-SaoneWinter,Chalon-sur-Saone,133557.0,339.661414072,393.2062768,NA,NA,NA,NA,NA,NA,36.2860414395,NA,1013.6673492,5.56464120044,136.3
Spring,NA,29.9215053763,0.312720430108,NA,23.5913978495,13.0,Chalon-sur-SaoneSpring,Chalon-sur-Saone,133557.0,339.661414072,393.2062768,NA,NA,NA,NA,NA,NA,56.7201280683,NA,1015.08161411,5.49357812593,258.7
Summer,NA,32.2327956989,0.270247311828,NA,21.4337349398,12.6785714286,Chalon-sur-SaoneSummer,Chalon-sur-Saone,133557.0,339.661414072,393.2062768,NA,NA,NA,NA,NA,NA,67.7775545852,NA,1016.84299945,4.28185934498,168.3
Fall,NA,37.5488636364,0.399455555556,NA,26.6179775281,16.8644067797,Chalon-sur-SaoneFall,Chalon-sur-Saone,133557.0,339.661414072,393.2062768,NA,NA,NA,NA,NA,NA,46.0036807095,NA,1012.12912181,4.71405457571,212.7
Winter,4.33574157303,24.5236741573,NA,39.5484157303,27.2873563218,27.7159090909,ChamberyWinter,Chambery,217356.0,inf,0.0,0.3,0.64,0.06,139107.84,13041.36,65206.8,30.7758016529,NA,NA,5.2308038259,123.8
Spring,4.98223076923,17.1698,NA,66.6646263736,18.3626373626,19.0549450549,ChamberySpring,Chambery,217356.0,inf,0.0,0.3,0.64,0.06,139107.84,13041.36,65206.8,49.7958350951,NA,NA,5.59591549022,259.9
Summer,5.06728571429,15.2444269663,NA,70.2763555556,18.1685393258,16.8666666667,ChamberySummer,Chambery,217356.0,inf,0.0,0.3,0.64,0.06,139107.84,13041.36,65206.8,61.5337133183,NA,NA,4.16095716798,149.3
Fall,3.57015555556,22.7790777778,NA,40.5616888889,21.1724137931,14.1333333333,ChamberyFall,Chambery,217356.0,inf,0.0,0.3,0.64,0.06,139107.84,13041.36,65206.8,40.8596758509,NA,NA,5.42815482226,267.2
Winter,0.916670454545,27.2128977273,NA,35.249047619,29.7159090909,NA,Charleville-MezieresWinter,Charleville-Mezieres,106835.0,334.305710336,319.57276438,NA,NA,NA,NA,NA,NA,34.4825081788,NA,1013.73173391,5.16960988675,154.0
Spring,0.952056179775,16.2529493671,NA,59.6752247191,25.3068181818,NA,Charleville-MezieresSpring,Charleville-Mezieres,106835.0,334.305710336,319.57276438,NA,NA,NA,NA,NA,NA,52.4849325418,NA,1016.11332974,4.58918001724,160.8
Summer,0.417315217391,13.1734623656,NA,57.4953483146,21.2906976744,NA,Charleville-MezieresSummer,Charleville-Mezieres,106835.0,334.305710336,319.57276438,NA,NA,NA,NA,NA,NA,62.5763083377,NA,1016.80409019,3.6902396478,258.2
Fall,0.313766666667,22.6532333333,NA,28.7136931818,25.3157894737,NA,Charleville-MezieresFall,Charleville-Mezieres,106835.0,334.305710336,319.57276438,NA,NA,NA,NA,NA,NA,43.4028129995,NA,1011.46771444,4.67381156313,223.0
Winter,0.515176470588,21.6907529412,NA,52.2660666667,19.0714285714,NA,Cherbourg-OctevilleWinter,Cherbourg-Octeville,116517.0,687.201731951,169.55283228,NA,NA,NA,NA,NA,NA,39.3770877797,NA,1013.38925234,10.3445744799,206.8
Spring,0.918107526882,21.8834731183,NA,62.6512365591,20.7741935484,NA,Cherbourg-OctevilleSpring,Cherbourg-Octeville,116517.0,687.201731951,169.55283228,NA,NA,NA,NA,NA,NA,50.585148733,NA,1016.84022717,8.75120478708,135.3
Summer,0.334755813953,12.61468,NA,54.4697790698,15.0823529412,NA,Cherbourg-OctevilleSummer,Cherbourg-Octeville,116517.0,687.201731951,169.55283228,NA,NA,NA,NA,NA,NA,60.5435849057,NA,1017.36993613,8.26425409811,132.6
Fall,0.556471264368,15.5014712644,NA,58.2277701149,15.0459770115,NA,Cherbourg-OctevilleFall,Cherbourg-Octeville,116517.0,687.201731951,169.55283228,NA,NA,NA,NA,NA,NA,47.3642017417,NA,1011.23444767,9.72604401016,363.6
Winter,2.23386516854,52.4187865169,0.595539325843,NA,32.7727272727,23.1860465116,Clermont-FerrandWinter,Clermont-Ferrand,469922.0,502.980829732,934.27417552,0.28,0.65,0.07,305449.3,32894.54,131578.16,35.4960458716,NA,1013.5847779,5.87583598532,80.7
Spring,1.30552688172,35.3401978022,0.320408602151,NA,21.4666666667,14.4193548387,Clermont-FerrandSpring,Clermont-Ferrand,469922.0,502.980829732,934.27417552,0.28,0.65,0.07,305449.3,32894.54,131578.16,53.9969424965,NA,1015.10199778,5.30191906455,313.3
Summer,1.83108602151,35.1532580645,0.255311827957,NA,19.3548387097,12.0217391304,Clermont-FerrandSummer,Clermont-Ferrand,469922.0,502.980829732,934.27417552,0.28,0.65,0.07,305449.3,32894.54,131578.16,65.354,NA,1017.03208741,3.50696936788,165.4
Fall,1.47503333333,48.8303222222,0.480444444444,NA,22.8777777778,16.6333333333,Clermont-FerrandFall,Clermont-Ferrand,469922.0,502.980829732,934.27417552,0.28,0.65,0.07,305449.3,32894.54,131578.16,45.3178656126,NA,1012.16132686,5.49380234343,214.9
Winter,NA,41.1689767442,NA,30.1131011236,35.023255814,NA,ColmarWinter,Colmar,127625.0,960.530521349,132.86928126,NA,NA,NA,NA,NA,NA,34.0046934918,NA,1014.46985466,5.44915622576,147.0
Winter,NA,41.1689767442,NA,30.1131011236,35.023255814,NA,ColmarWinter,Colmar,127625.0,960.530521349,132.86928126,NA,NA,NA,NA,NA,NA,34.0046934918,NA,1014.46985466,5.44915622576,147.0
Spring,NA,21.7319032258,NA,67.0150752688,22.5185185185,NA,ColmarSpring,Colmar,127625.0,960.530521349,132.86928126,NA,NA,NA,NA,NA,NA,55.4330464992,NA,1015.40944993,5.5398140989,200.3
Spring,NA,21.7319032258,NA,67.0150752688,22.5185185185,NA,ColmarSpring,Colmar,127625.0,960.530521349,132.86928126,NA,NA,NA,NA,NA,NA,55.4330464992,NA,1015.40944993,5.5398140989,200.3
Summer,NA,18.7008791209,NA,67.386673913,17.0789473684,NA,ColmarSummer,Colmar,127625.0,960.530521349,132.86928126,NA,NA,NA,NA,NA,NA,65.8928921569,NA,1016.83150622,4.05424155744,196.4
Summer,NA,18.7008791209,NA,67.386673913,17.0789473684,NA,ColmarSummer,Colmar,127625.0,960.530521349,132.86928126,NA,NA,NA,NA,NA,NA,65.8928921569,NA,1016.83150622,4.05424155744,196.4
Fall,NA,32.8749176471,NA,21.8738089888,22.5287356322,NA,ColmarFall,Colmar,127625.0,960.530521349,132.86928126,NA,NA,NA,NA,NA,NA,43.4771695179,NA,1012.48,4.67690524002,215.8
Fall,NA,32.8749176471,NA,21.8738089888,22.5287356322,NA,ColmarFall,Colmar,127625.0,960.530521349,132.86928126,NA,NA,NA,NA,NA,NA,43.4771695179,NA,1012.48,4.67690524002,215.8
Winter,NA,34.0009550562,NA,33.9126352941,32.1011235955,NA,CreilWinter,Creil,117654.0,1976.92089178,59.51376228,NA,NA,NA,NA,NA,NA,35.9750797872,NA,1013.46737884,6.41906778051,108.8
Spring,NA,22.7262298851,NA,57.3131744186,27.9782608696,NA,CreilSpring,Creil,117654.0,1976.92089178,59.51376228,NA,NA,NA,NA,NA,NA,54.0622290076,NA,1015.5126242,6.93204010178,117.7
Summer,NA,17.6895287356,NA,52.8591666667,21.5888888889,NA,CreilSummer,Creil,117654.0,1976.92089178,59.51376228,NA,NA,NA,NA,NA,NA,64.4992975207,NA,1016.63292411,5.25231726171,162.0
Fall,NA,30.0249759036,NA,26.0550235294,29.0119047619,NA,CreilFall,Creil,117654.0,1976.92089178,59.51376228,NA,NA,NA,NA,NA,NA,43.3361005803,NA,1011.30379274,6.12869816944,175.9
Winter,NA,21.4046966292,NA,43.4691123596,33.9692307692,NA,DijonWinter,Dijon,377590.0,432.501022551,873.03839832,NA,NA,NA,NA,NA,NA,35.2137226277,NA,1013.87606715,7.03530558637,151.5
Spring,NA,11.0772688172,NA,71.8294516129,20.978021978,NA,DijonSpring,Dijon,377590.0,432.501022551,873.03839832,NA,NA,NA,NA,NA,NA,54.5395831836,NA,1015.65326683,6.4599328092,244.3
Summer,NA,8.31862222222,NA,74.6809444444,19.2117647059,NA,DijonSummer,Dijon,377590.0,432.501022551,873.03839832,NA,NA,NA,NA,NA,NA,65.4014977974,NA,1017.23062471,5.0266847242,164.9
Fall,NA,17.0881764706,NA,40.1808777778,17.3472222222,NA,DijonFall,Dijon,377590.0,432.501022551,873.03839832,NA,NA,NA,NA,NA,NA,44.3332790944,NA,1012.45554484,5.88204059406,217.2
Winter,4.15815625,38.4779285714,NA,26.49246875,33.15625,NA,Douai - LensWinter,Douai - Lens,540981.0,2068.95090703,261.47599644,0.3,0.66,0.04,357047.46,21639.24,162294.3,35.814359116,NA,1013.41362991,8.22360370149,110.3
Winter,4.15815625,38.4779285714,NA,26.49246875,33.15625,NA,Douai - LensWinter,Douai - Lens,540981.0,2068.95090703,261.47599644,0.3,0.66,0.04,357047.46,21639.24,162294.3,35.814359116,NA,1013.41362991,8.22360370149,110.3
Winter,4.15815625,38.4779285714,NA,26.49246875,33.15625,NA,Douai - LensWinter,Douai - Lens,540981.0,2068.95090703,261.47599644,0.3,0.66,0.04,357047.46,21639.24,162294.3,35.814359116,NA,1013.41362991,8.22360370149,110.3
Spring,1.57286111111,23.2426805556,NA,51.5324520548,20.9726027397,NA,Douai - LensSpring,Douai - Lens,540981.0,2068.95090703,261.47599644,0.3,0.66,0.04,357047.46,21639.24,162294.3,53.541579363,NA,1016.11944049,8.50423590609,99.2
Spring,1.57286111111,23.2426805556,NA,51.5324520548,20.9726027397,NA,Douai - LensSpring,Douai - Lens,540981.0,2068.95090703,261.47599644,0.3,0.66,0.04,357047.46,21639.24,162294.3,53.541579363,NA,1016.11944049,8.50423590609,99.2
Spring,1.57286111111,23.2426805556,NA,51.5324520548,20.9726027397,NA,Douai - LensSpring,Douai - Lens,540981.0,2068.95090703,261.47599644,0.3,0.66,0.04,357047.46,21639.24,162294.3,53.541579363,NA,1016.11944049,8.50423590609,99.2
Summer,1.50791304348,11.4259275362,NA,50.0602318841,19.5507246377,NA,Douai - LensSummer,Douai - Lens,540981.0,2068.95090703,261.47599644,0.3,0.66,0.04,357047.46,21639.24,162294.3,64.9118465228,NA,1016.21694993,7.06505299867,198.7
Summer,1.50791304348,11.4259275362,NA,50.0602318841,19.5507246377,NA,Douai - LensSummer,Douai - Lens,540981.0,2068.95090703,261.47599644,0.3,0.66,0.04,357047.46,21639.24,162294.3,64.9118465228,NA,1016.21694993,7.06505299867,198.7
Summer,1.50791304348,11.4259275362,NA,50.0602318841,19.5507246377,NA,Douai - LensSummer,Douai - Lens,540981.0,2068.95090703,261.47599644,0.3,0.66,0.04,357047.46,21639.24,162294.3,64.9118465228,NA,1016.21694993,7.06505299867,198.7
Fall,2.71413043478,28.371265625,NA,22.8427042254,22.2394366197,NA,Douai - LensFall,Douai - Lens,540981.0,2068.95090703,261.47599644,0.3,0.66,0.04,357047.46,21639.24,162294.3,44.8837098949,NA,1010.74342231,7.93981054153,270.3
Fall,2.71413043478,28.371265625,NA,22.8427042254,22.2394366197,NA,Douai - LensFall,Douai - Lens,540981.0,2068.95090703,261.47599644,0.3,0.66,0.04,357047.46,21639.24,162294.3,44.8837098949,NA,1010.74342231,7.93981054153,270.3
Fall,2.71413043478,28.371265625,NA,22.8427042254,22.2394366197,NA,Douai - LensFall,Douai - Lens,540981.0,2068.95090703,261.47599644,0.3,0.66,0.04,357047.46,21639.24,162294.3,44.8837098949,NA,1010.74342231,7.93981054153,270.3
Winter,NA,NA,NA,NA,NA,NA,DunkerqueWinter,Dunkerque,257773.0,883.294452939,291.83133568,0.27,0.66,0.07,170130.18,18044.11,69598.71,37.5171095818,NA,1013.45738486,7.34077135946,195.4
Winter,NA,NA,NA,NA,NA,NA,DunkerqueWinter,Dunkerque,257773.0,883.294452939,291.83133568,0.27,0.66,0.07,170130.18,18044.11,69598.71,37.5171095818,NA,1013.45738486,7.34077135946,195.4
Winter,NA,NA,NA,NA,NA,NA,DunkerqueWinter,Dunkerque,257773.0,883.294452939,291.83133568,0.27,0.66,0.07,170130.18,18044.11,69598.71,37.5171095818,NA,1013.45738486,7.34077135946,195.4
Spring,NA,NA,NA,NA,NA,NA,DunkerqueSpring,Dunkerque,257773.0,883.294452939,291.83133568,0.27,0.66,0.07,170130.18,18044.11,69598.71,51.9973599138,NA,1016.55080819,7.70525601294,148.8
Spring,NA,NA,NA,NA,NA,NA,DunkerqueSpring,Dunkerque,257773.0,883.294452939,291.83133568,0.27,0.66,0.07,170130.18,18044.11,69598.71,51.9973599138,NA,1016.55080819,7.70525601294,148.8
Spring,NA,NA,NA,NA,NA,NA,DunkerqueSpring,Dunkerque,257773.0,883.294452939,291.83133568,0.27,0.66,0.07,170130.18,18044.11,69598.71,51.9973599138,NA,1016.55080819,7.70525601294,148.8
Summer,NA,NA,NA,NA,NA,NA,DunkerqueSummer,Dunkerque,257773.0,883.294452939,291.83133568,0.27,0.66,0.07,170130.18,18044.11,69598.71,62.9201102536,NA,1016.60468578,7.01754100992,176.6
Summer,NA,NA,NA,NA,NA,NA,DunkerqueSummer,Dunkerque,257773.0,883.294452939,291.83133568,0.27,0.66,0.07,170130.18,18044.11,69598.71,62.9201102536,NA,1016.60468578,7.01754100992,176.6
Summer,NA,NA,NA,NA,NA,NA,DunkerqueSummer,Dunkerque,257773.0,883.294452939,291.83133568,0.27,0.66,0.07,170130.18,18044.11,69598.71,62.9201102536,NA,1016.60468578,7.01754100992,176.6
Fall,NA,NA,NA,NA,NA,NA,DunkerqueFall,Dunkerque,257773.0,883.294452939,291.83133568,0.27,0.66,0.07,170130.18,18044.11,69598.71,47.0653057385,NA,1013.844873,6.76979309878,169.2
